Id,CAS,SMILES,Status,Experimental value,Predicted value
4825,17812-07-6,O=C(O)C=CC(=O)c1ccccc1,Training,1.53,2.5445
4826,17849-38-6,OCc1ccccc1Cl,Training,1.77,1.72
4827,17870-85-8,O=C(O)c2ccc(cc2(Nc1cccc(c1)Cl))Cl,Training,5,4.4617
4828,17883-59-9,O=C(NN)C(C)(C)C,Training,-0.35,-1.2961
4829,17902-23-7,O=C1NC(=O)N(C=C1(F))C2OCCC2,Training,-0.27,-0.5706
4830,17942-66-4,O=C(O)C4=C(COC(=O)C)CSC3N4(C(=O)C3(NC(=O)Cc2cc1ccccc1s2)),Training,1.68,0.8989
4831,17945-79-8,OCCCCc1ncccc1,Training,0.86,1.3603
4832,18031-40-8,O=CC1=CCC(C(=C)C)CC1,Training,3.13,3.338
4833,18035-92-2,O=C(OC2N=C(c1ccccc1)c3cc(ccc3(NC2(=O)))Cl)c4cc(OC)c(OC)c(OC)c4,Training,3.75,4.9376
4834,18046-21-4,O=C(O)Cc2c(nc(c1ccccc1)s2)c3ccc(cc3)Cl,Training,5.19,4.6009
4835,18048-95-8,O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(C)C,Training,0.79,0.5311
4836,18063-03-1,O=C(N)c1c(F)cccc1(F),Training,0.25,1.1389
4837,18109-43-8,O=C(Nc1cccc(c1)Cl)Cc2ccccc2,Training,3.61,3.2294
4838,18109-55-2,O=C(N(c1c(cccc1C)C)CCCN(CC)CC)Cc2ccccc2,Training,4.94,4.2734
4839,18138-04-0,n1cc(nc(c1CC)CC)C,Training,1.95,2.5643
4840,18143-31-2,CCC[Si](C)C,Training,3.22,3.1535
4841,18181-70-9,O(c1cc(c(cc1Cl)I)Cl)P(OC)(OC)=S,Training,5.51,6.0459
4842,18181-80-1,O=C(OC(C)C)C(O)(c1ccc(cc1)Br)c2ccc(cc2)Br,Training,5.4,4.9015
4843,18259-05-7,c1ccc(cc1)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,Training,6.75,6.9795
4844,18315-50-9,O=C(Oc1ccc(c(c1)Cl)Cl)NC,Training,2.8,2.4614
4845,18315-52-1,N#Cc1ccc(OC(=O)NC)cc1,Training,0.95,0.7194
4846,18315-62-3,O=C(Oc1cc(ccc1Cl)Cl)NC,Training,2.44,2.4614
4847,18323-44-9,O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2,Training,2.16,-0.3928
4848,18356-28-0,O=C2N1C(=O)CCC1CC2,Training,-1.11,-0.3247
4849,18362-64-6,O=C(CC(=O)C(C)C)C(C)C,Training,2.22,0.5149
4850,18377-52-1,O=C1N(C(=O)CC1)c2ccccc2[N+](=O)[O-],Training,0.36,0.4573
4851,18381-45-8,N#CCCC(OCC)OCC,Training,0.75,0.718
4852,18404-43-8,O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(O)C2)CCC3(C)C6(CCC45(C))),Training,2.51,2.5479
4853,18438-38-5,n1ccccc1SC,Training,1.71,1.3518
4854,18453-07-1,n1ccsc1CCN,Training,0.16,0.5604
4855,18467-77-1,O=C(O)C23(OC1COC(OC1C3(OC(O2)(C)C))(C)C),Training,1.35,2.3987
4856,18489-25-3,n1n[nH]c(n1)Cc2ccccc2,Training,1.36,0.6733
4857,18495-00-6,O=C(N1CCOCC1)COc2ccccc2,Training,0.74,0.3696
4858,18542-37-5,O=C2OCC3(C=C)(CC(O)C1C(=C)C(=O)OC1C3(C2(=C))),Training,0.31,0.921
4859,18584-93-5,O=C(OC)Nc1cccc(c1)C(F)(F)F,Training,2.74,2.7146
4860,18588-57-3,n1c(nc(c(c1N)c2ccc(c(c2)Cl)Cl)CC)N,Training,3.03,3.0542
4861,18597-53-0,O=C2C=C(NN2(c1nc(cc(n1)C)C))C,Training,0.72,0.1431
4862,18597-55-2,O=C1C=C(NN1c2nc(nc(OC)c2)C)C,Training,0.72,0.9882
4863,18597-57-4,O=C1C=C(NN1c2nc(nc(c2)C)C)C,Training,0.89,0.9997
4864,18648-91-4,c1ccc(cc1)C2=C(C)SSC2=S,Training,3.17,4.6295
4865,18659-24-0,O=C(Oc1ccc(cc1C)C(C)C)NC,Training,3.11,3.1757
4866,18659-33-1,O=C(Oc1cc(cc(c1)C(C)(C)C)C)NC,Training,3.35,3.6292
4867,18690-91-0,O=C2c4ccccc4(C(=O)C(=C2(Nc1ccccc1))S(=O)(=O)c3ccccc3),Training,3.38,2.7217
4868,18691-97-9,O=C(NC)N(c2nc1ccccc1s2)C,Training,2.64,1.8957
4869,18694-40-1,n1c(OC)cc(nc1n2nc(cc2(OC))C)C,Training,1.26,-0.7829
4870,18694-41-2,n1cnc(cc1)n2nc(cc2(OC))C,Training,0.5,0.8529
4871,18694-42-3,n1cnc(cc1OC)n2nc(cc2(OC))C,Training,1.53,0.4824
4872,18694-43-4,n1c(nc(cc1C)C)n2nc(cc2(OC))C,Training,0.73,-0.7714
4873,18697-50-2,O=C1C=C(N(N1)c2nc(cc(n2)C)C)C,Training,1.29,0.1431
4874,18697-64-8,O=C1C=C(N(N1)c2ncncc2)C,Training,1.4,-0.0949
4875,18698-96-9,O=C(O)Cc1ccccc1I,Training,2.33,2.5956
4876,18705-01-6,O=C(Nc1ccccc1)COc2ccccc2,Training,2.73,2.3411
4877,18705-45-8,C(=Nc1ccc(cc1)c2ccc(N=C=S)cc2)=S,Training,5.5,6.4308
4878,18708-70-8,O=[N+]([O-])c1c(cc(cc1Cl)Cl)Cl,Training,3.69,3.7442
4879,18740-23-3,n1cnc(c2c1ccs2)N3CCOCC3,Training,1.65,1.5838
4880,18774-47-5,N#Cc1c(N)sc2ccccc12,Training,2.17,1.6192
4881,18818-44-5,O=S2(=O)(NC(=Nc1ccccc12)c3ccccc3),Training,1.78,0.5576
4882,18826-96-5,O=C1C(=NN=C(N1(N))SC)C,Training,-0.16,-1.007
4883,18826-97-6,O=C1C(=NN=C(OC)N1(N))C(C)C,Training,-0.06,-0.8504
4884,18832-83-2,OC(C)C[Hg]Br,Training,0.02,-0.4798
4885,18839-88-8,O=C(N)CCC(NC(=O)C)C(=O)N,Training,-2.05,-3.3767
4886,18854-01-8,n1oc(cc1OP(OCC)(OCC)=S)c2ccccc2,Training,3.73,4.8854
4887,18859-21-7,O=C(N(c1ccccc1)C)COc2ccccc2,Training,2.25,2.8884
4888,18874-52-7,O=[N+]([O-])c1[nH]c(nc1Br)C,Training,1.14,1.3136
4889,18881-04-4,OC1C=C(C)C2CC1C2(C)(C),Training,3.16,3.0724
4890,18883-05-1,c1ccc2c(c1)C3CCC2C(NC)C3,Training,2.64,3.379
4891,18883-66-4,O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C,Training,-1.15,-1.6076
4892,18925-69-4,O=C(N(C)C)Cc1ccccc1,Training,1.48,1.0002
4893,18936-17-9,N#CC(C)CC,Training,1.05,1.2543
4894,18960-16-2,O=C(NC(C)C)c1cnccc1,Training,0.59,0.9242
4895,18979-50-5,Oc1ccc(OCCC)cc1,Training,2.33,2.5759
4896,18979-53-8,Oc1ccc(OCCCCC)cc1,Training,3.5,3.5581
4897,18979-73-2,Oc1cccc(OCCCCC)c1,Training,3.63,3.5581
4898,18984-21-9,O=[N+]([O-])C=Cc1ccc(cc1Cl)Cl,Training,3.26,3.236
4899,18997-88-1,OCC1OC(OCC)C(O)C(O)C1(O),Training,-2.28,-1.0628
4900,19044-88-3,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N,Training,3.73,2.1477
4901,19055-50-6,O=C1c3ccccc3(C(=O)C1c2cc(OC)cc(OC)c2),Training,2.86,2.5468
4902,19055-70-0,O=C1c3ccccc3(C(=O)C1c2cccc(c2)C(F)(F)F),Training,3.78,3.348
4903,19064-18-7,Fc1cccc(F)c1CO,Training,1.12,1.4763
4904,19064-65-4,n1nc(OC)ccc1,Training,0.08,0.476
4905,19064-69-8,n1nc(N)c2ccccc2(c1),Training,0.82,0.1992
4906,19096-41-4,O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2NCC(CCCCC)C2,Training,2.74,0.3782
4907,19111-80-9,[O-][N+]#Cc1c(cc(cc1C)Br)C,Training,3.63,3.5246
4908,19130-96-2,OCC1NCC(O)C(O)C1(O),Training,-1.8,-2.7693
4909,19183-14-3,O=[N+]([O-])c1nc[nH]c1[N+](=O)[O-],Training,0.65,-0.306
4910,19183-15-4,O=[N+]([O-])c1ncn(c1[N+](=O)[O-])C,Training,0.41,0.2413
4911,19183-16-5,O=[N+]([O-])c1nc([nH]c1[N+](=O)[O-])C,Training,0.77,0.2413
4912,19183-17-6,O=[N+]([O-])c1nc(n(c1[N+](=O)[O-])C)C,Training,0.49,0.7886
4913,19184-65-7,OCC(CO)(CO)CBr,Training,-0.7,-0.9587
4914,19202-92-7,O=C1OC2CC(C)C4C=CC(=O)C4(C)(C3OC(O)(C)C1(C)C23),Training,0.3,1.1325
4915,19213-65-1,O=C1NN=C(C(=O)N1)CC,Training,0.22,0.3764
4916,19216-39-8,O=C(Nc1c(cccc1C)C)C(N(C)C)C,Training,1.53,1.0941
4917,19218-88-3,O=C(O)c2ccc(cc2(Nc1ccccc1))Cl,Training,4.25,3.8172
4918,19230-45-6,O=C(Nc1cccc(c1)I)C,Training,2.64,2.2669
4919,19271-90-0,O=C(O)COc1ccccc1C(C)(C)C,Training,3.33,3.2377
4920,19340-77-3,O=C(NCc1ccccc1)CO,Training,0.55,-0.4532
4921,19343-24-9,OC(COCc1ccccc1)CNC(C)C,Training,1.62,1.1223
4922,19353-97-0,O=C(NN)c1ccnc(OC)c1,Training,-0.1,-1.4108
4923,19353-98-1,O=C(NN)c1ccnc(c1)N(CC)CC,Training,1.12,-0.7868
4924,19365-01-6,O=C1C(O)=CC=CN1C,Training,-0.4,-0.9307
4925,19387-91-8,O=[N+]([O-])c1cnc(n1CCS(=O)(=O)CC)C,Training,-0.35,0.015
4926,19387-93-0,O=[N+]([O-])c1cnc(n1CCS(=O)(=O)CCC)C,Training,0.23,0.5061
4927,19387-94-1,O=[N+]([O-])c1cnc(n1CCS(=O)(=O)C)C,Training,-0.82,-0.4761
4928,19388-12-6,n1c(nc(nc1N)c2ccc(cc2)C)N,Training,1.92,1.9899
4929,19390-40-0,O=[N+]([O-])c1cnc(n1CCS(=O)(=O)C(C)C)C,Training,0.13,0.4326
4930,19398-61-9,c1cc(c(cc1Cl)C)Cl,Training,3.97,3.8293
4931,19411-71-3,O=C(C(=Cc1ccccc1C)C(=O)C)C,Training,1.98,1.2849
4932,19411-75-7,O=C(C(=Cc1ccc(cc1)Cl)C(=O)C)C,Training,2.32,1.3821
4933,19411-80-4,O=C(OCC)C(=Cc1ccc(cc1)Cl)C(=O)C,Training,3.04,2.4813
4934,19411-83-7,O=C(N)C(=Cc1ccccc1)C(=O)N,Training,-0.13,-1.1166
4935,19432-68-9,O=C(OC)Cc1cccs1,Training,1.51,1.9011
4936,19438-10-9,O=C(OC)c1cccc(O)c1,Training,1.89,1.348
4937,19477-31-7,O=S2(=O)(NC=Nc1cc(ccc12)Cl),Training,1.01,0.0164
4938,19485-85-9,c1ccc2c(c1)CCC(NC)C2,Training,2.38,2.6562
4939,19495-05-7,C(=NCc1ccc2ccccc2(c1))=S,Training,4.42,4.1827
4940,19541-20-9,O=C(OCC)n2c(nc1ccccc12)c3ncsc3,Training,2.51,2.3249
4941,19590-04-6,O=P(Oc1ccc(cc1)C(C)(C)C)(OC)NC,Training,2.71,2.6548
4942,19590-05-7,O=P(Oc1cccc(c1)C(C)(C)C)(OC)NC,Training,2.65,2.6548
4943,19591-17-4,O=C(Nc1ccccc1I)C,Training,1.62,2.2669
4944,19607-41-1,O=C(OCC)C(C(=O)OCC)=C1SCCS1,Training,2.45,1.1452
4945,19608-64-1,O=P(Oc1ccccc1Cl)(OC)NC,Training,1.61,1.3898
4946,19666-30-9,O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C,Training,4.8,5.307
4947,19670-19-0,O=P(Oc1ccc(cc1)Cl)(OC)NC,Training,1.85,1.3898
4948,19701-84-9,O=C(NC(C(=O)NC)C(C)C)C,Training,-0.35,0.2014
4949,19723-86-5,O=C(OC)C(C(=O)OC)=C1SCCS1,Training,1.51,0.163
4950,19727-83-4,O=[N+]([O-])c1ccc2c(c1)NCC2,Training,1.92,1.6533
4951,19730-12-2,n1cccc(c1)CNC(C)C,Training,0.82,1.2554
4952,19730-13-3,n1cccc(c1)CNCCC,Training,0.9,1.3289
4953,19730-15-5,n1cccc(c1)CCNCC,Training,0.54,1.3289
4954,19745-07-4,n1cc(ncc1Cl)Cl,Training,1.58,1.2292
4955,19768-02-6,n1onc(c1c2ccccc2)c3ccccc3,Training,3.83,4.8503
4956,19776-98-8,n1c(oc2ccccc12)NC,Training,1.82,1.3488
4957,19789-60-7,O=C(N)C(NC(=O)C)CCCCN,Training,-2.82,-1.8709
4958,19797-08-1,O=C1N(CC)CCCCC1,Training,0.65,1.367
4959,19829-29-9,C1=CC(C=CN1)=S,Training,0.2,1.2395
4960,19837-74-2,O=S(=O)(Nc1ccc(OC)cc1)c2ccc(N)cc2,Training,1.51,1.796
4961,19837-84-4,O=S(=O)(Nc1ccccc1(OC))c2ccc(N)cc2,Training,1.56,1.796
4962,19837-85-5,O=S(=O)(Nc1ccccc1Cl)c2ccc(N)cc2,Training,2,2.3596
4963,19837-88-8,O=[N+]([O-])c2ccccc2(NS(=O)(=O)c1ccc(N)cc1),Training,2.11,1.5328
4964,19847-12-2,N#Cc1nccnc1,Training,-0.01,-0.5128
4965,19852-25-6,O=C1C=C(Oc2cccc(O)c12)c3ccc(O)c(O)c3,Training,3.31,2.0675
4966,19860-27-6,O=C2NC(c1ccccc1)C(=O)C2,Training,0.48,0.2426
4967,19865-55-5,[O-][N+](=Cc1ccc(cc1)C)c2ccccc2,Training,2.41,2.1043
4968,19918-36-6,FC(F)(F)c1nc2cnccc2([nH]1),Training,0.94,1.0091
4969,19934-51-1,O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)(Cl)Cl,Training,1.97,2.8875
4970,19937-59-8,O=C(Nc1ccc(OC)c(c1)Cl)N(C)C,Training,1.64,2.109
4971,19961-27-4,N(CC)C(C)C,Training,0.93,1.2272
4972,19982-08-2,NC13(CC2CC(C)(C1)CC(C)(C2)C3),Training,3.28,4.0196
4973,20020-02-4,c1ccc2c(c1)c(c(c(c2Cl)Cl)Cl)Cl,Training,5.75,5.747
4974,20037-50-7,O=C(NS(=O)(=O)c1ccc(N)cc1)c2cc(ccc2C)C,Training,2.19,2.3904
4975,20046-63-3,O=S2(=O)(NC(=Nc1ccc(cc12)C(F)(F)F)C),Training,1.51,1.8545
4976,20056-71-7,Oc1ccccc1CCCCCCCCCCC,Training,7.17,6.9711
4977,20056-72-8,Oc1cccc(c1)CCCCCCCCCCC,Training,6.98,6.9711
4978,20056-73-9,Oc1ccc(cc1)CCCCCCCCCCC,Training,7.18,6.9711
4979,20057-31-2,C=C(c1ccccc1)CC(Cl)(Cl)Cl,Training,4.56,5.289
4980,20071-53-8,O=C1OC3C(C1(=C))C(OC(=O)C(=CC)C)CC(=C)C4C(O)C2OC2(C)C34(O),Training,1.69,1.7263
4981,20149-84-2,O=C(Nc1ccc(c(c1)Cl)Cl)CCl,Training,3.29,2.6427
4982,20173-04-0,n1cccc(c1)CNC,Training,0.39,0.3467
4983,20173-12-0,n1cccc(c1)CNCCCC,Training,1.34,1.82
4984,20173-18-6,n1cccc(c1)CN(C(C)C)C(C)C,Training,2.27,2.3753
4985,20173-26-6,n1cccc(c1)CCN(C)C,Training,0.82,1.049
4986,20173-28-8,n1cccc(c1)CCN2CCCC2,Training,1.34,1.9188
4987,20173-34-6,n1cccc(c1)CCN(CC)CC,Training,1.23,2.0312
4988,20193-21-9,N(CCC)CCCC,Training,2.12,2.2829
4989,20225-24-5,O=C(O)C(CC)CCC,Training,2.23,2.4688
4990,20240-99-7,N(=NN(C)C)c1ccccc1(OC),Training,2.34,2.8375
4991,20241-00-3,N(=NN(C)C)c1ccccc1Cl,Training,3.03,3.4011
4992,20241-03-6,N(=NN(C)C)c1cccc(c1)C,Training,2.85,3.3039
4993,20241-05-8,N(=NN(C)C)c1cccc(c1)Cl,Training,3.44,3.4011
4994,20241-06-9,O=[N+]([O-])c1cccc(N=NN(C)C)c1,Training,2.75,2.5743
4995,20241-07-0,O=C(O)c1cccc(N=NN(C)C)c1,Training,2.03,2.638
4996,20252-42-0,O=CC=CC#CC#Cc1ccccc1,Training,3.09,3.418
4997,20252-43-1,O=C(OCC=CC#CC#Cc1ccccc1)C,Training,3.88,4.4481
4998,20274-94-6,OCC2OC(Oc1ccc(cc1)C)C(O)C(O)C2(O),Training,-0.16,0.0503
4999,20282-30-8,c1ccc(cc1)c2cccc(c2)C(C)C,Training,5.33,5.213
5000,20285-70-5,n1cc(c(nc1N)N)Cc2ccc(OC)cc2,Training,1.34,1.2988
5001,20285-74-9,n1cc(c(nc1N)N)Cc2cc(OC)c(OC)c(c2)Cl,Training,1.92,2.0242
5002,20292-08-4,O=C(OCC(CC)CCCC)CCCCCCCCCCC,Training,8.03,8.6483
5003,20300-02-1,NC(c1cccs1)=S,Training,1.34,1.4944
5004,20308-67-2,O=C(c1ccccc1(OCC))N2CCCCC2,Training,2.6,3.3481
5005,20330-45-4,O=C(Nc1ccc(cc1)C(C)(C)C)C,Training,3.05,3.0092
5006,20330-99-8,O=C(Nc1ccc(cc1)CCC)C,Training,2.75,2.6292
5007,20344-69-8,n1cc(c(nc1N)N)Cc2cc(OC)cc(OC)c2,Training,1.57,1.3797
5008,20383-28-2,O=C(c1ccccc1)N(C(C)C)C(C)C,Training,2.5,3.2326
5009,20404-02-8,O=[N+]([O-])c1cc(c(O)c(c1Cl)Cl)Cl,Training,3.93,3.264
5010,20417-83-8,O=C(ON=C(C)C([N+](=O)[O-])(C)C)NC,Training,0.66,-3.323
5011,20434-64-4,O=S2(=O)(NC(=Nc1ccccc12)C3CCCC3),Training,1.83,1.1194
5012,20434-66-6,O=S2(=O)(NC(=Nc1ccccc12)Cc3ccccc3),Training,1.89,2.3767
5013,20451-62-1,O=C(OCC)C(=Cc1ccc(OC)c(OC)c1)C(=O)C,Training,2.02,1.9986
5014,20501-52-4,O=C1OC2C(C1(=C))C(OC(=O)C(=CC)C)CC(O)(CCl)C3C(OC(=O)C)C=C(C)C23(O),Training,1.42,2.8848
5015,20511-04-0,O=C(C=Cc1ccc(cc1)Br)C,Training,3.03,2.6389
5016,20587-61-5,O=C(OCCOCCO)c1ccccc1,Training,1.16,0.5801
5017,20605-19-0,O=C(NN)NCCCC,Training,-0.6,-1.1123
5018,20634-92-8,N(CC)(CCC)CCC,Training,2.68,2.4941
5019,20651-71-2,O=C(O)c1ccc(cc1)CCCC,Training,3.97,3.895
5020,20668-13-7,O=C(OC)Nc1ccccc1Cl,Training,2.16,2.3961
5021,20682-52-4,O=CN(c1c(cccc1C)C)CCN(CC)CC,Training,3.21,3.3973
5022,20725-03-5,O=C2c3ccc(O)cc3(OC(c1ccc(O)c(O)c1)C2(O)),Training,0.87,0.2975
5023,20733-11-3,n1ncc(OC)cc1,Training,-0.31,0.0211
5024,20744-39-2,n1ncc(N)cc1,Training,-0.53,-0.9768
5025,20766-31-8,O=C(C=Cc1cccc(OC)c1)C,Training,2.27,1.8298
5026,20766-36-3,O=C(C=Cc1cccc(c1)Cl)C,Training,2.81,2.3934
5027,20766-37-4,O=C(C=Cc1ccccc1Cl)C,Training,2.85,2.3934
5028,20772-21-8,OCC2OC(Oc1cc(cc(c1)C)C)C(O)C(O)C2(O),Training,0.26,0.5976
5029,20772-23-0,OCC2OC(Oc1cc(ccc1C(C)C)C)C(O)C(O)C2(O),Training,1.07,1.5063
5030,20772-25-2,FC(F)(F)c2cccc(OC1OC(CO)C(O)C(O)C1(O))c2,Training,0.49,0.466
5031,20782-57-4,O=C(Nc1ccc(OC)c(c1)Cl)NC,Training,1.76,1.8978
5032,20818-25-1,OCC2OC(Oc1ccc(N)cc1)C(O)C(O)C2(O),Training,-2.67,-1.414
5033,20829-53-2,O=C1NC(C(=O)NC1Cc2ccc(O)cc2)Cc4c[nH]c3ccccc34,Training,1.05,1.5814
5034,20830-75-5,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C))),Training,1.26,-0.8588
5035,20830-81-3,O=C1c5cccc(OC)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)C)CC4(OC3OC(C)C(O)C(N)C3)),Training,1.83,-0.2864
5036,20838-34-0,OCC2OC(Oc1cccc(c1)CC)C(O)C(O)C2(O),Training,0.31,0.5414
5037,20838-36-2,OCC2OC(Oc1cccc(c1)C(C)(C)C)C(O)C(O)C2(O),Training,1.01,1.4125
5038,20838-40-8,OCC2OC(Oc1ccc(cc1)I)C(O)C(O)C2(O),Training,0.75,0.6702
5039,20838-44-2,O=[N+]([O-])c2cccc(OC1OC(CO)C(O)C(O)C1(O))c2,Training,-0.51,-0.6793
5040,20863-54-1,o1ccc(c1CN(C)C)C,Training,1.63,1.6634
5041,20893-30-5,N#CCc1cccs1,Training,1.26,1.3825
5042,20917-49-1,O=NN1CCCCCCC1,Training,1.48,1.7045
5043,20917-50-4,O=NN1CCCCCCCC1,Training,2.04,2.1956
5044,20940-43-6,O=C(Nc1ccc(cc1)Br)N(C)C,Training,2.19,2.2736
5045,20980-22-7,n1cccnc1N2CCNCC2,Training,0.49,-0.5086
5046,20991-71-3,O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(OC(=O)C)C67(C))),Training,2.29,0.1466
5047,21003-78-1,O=C(O)c2ccccc2(Nc1cccc(O)c1),Training,3.49,2.3415
5048,21085-18-7,O=C1C(=NN=C(N1(N))SC)CCC(C)C,Training,1.85,0.8839
5049,21085-19-8,O=C1C(=NN=C(N1(N))SC)C2CCCCC2,Training,2.14,-0.288
5050,21085-20-1,O=C1C(=NN=C(N1(N))SC)CCCCCC,Training,2.68,1.4485
5051,21085-65-4,O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SCC)C2N(CC)CC(CCC)C2,Training,1.91,-1.1294
5052,21087-57-0,O=C1C(=NN=C(NC)N1(N))C(C)C,Training,0.3,-1.09
5053,21087-58-1,O=C1C(=NN=C(N1(N))SC)C2OCCCC2,Training,0.38,-2.0357
5054,21087-59-2,O=C1C(=NN=C(N1(N))SC)CC,Training,0.46,-0.5159
5055,21087-60-5,O=C1C(=NN=C(N1(N))SC)CCC,Training,0.93,-0.0248
5056,21087-61-6,O=C1C(=NN=C(N1(N))SC)C(C)C,Training,1.01,-0.0983
5057,21087-62-7,O=C1C(=NN=C(N1(N))SC)CC(C)C,Training,1.39,0.3928
5058,21087-63-8,O=C1C(=NN=C(N1(N))SC)c2ccccc2,Training,1.66,-1.5635
5059,21087-64-9,O=C1C(=NN=C(N1(N))SC)C(C)(C)C,Training,1.7,0.3552
5060,21117-51-1,O=[N+]([O-])OCCn1c(ncc1[N+](=O)[O-])C,Training,0.81,1.621
5061,21117-52-2,O=[N+]([O-])c1nc(n(c1Br)C)C,Training,0.44,1.8609
5062,21149-88-2,O=C1NC(=O)C(C(=O)N1)(CC=C(C)C)CC,Training,1.73,2.1084
5063,21154-18-7,n1c2ccccc2(ccc1N(C)C),Training,2.81,2.1581
5064,21156-62-7,O=C(OC)C(NC(=O)C)Cc1ccccc1,Training,0.92,0.7472
5065,21203-68-9,O=[N+]([O-])c1cnc(cc1)C,Training,0.99,1.1695
5066,21227-47-4,n1c(nc(nc1C)C(Cl)(Cl)Cl)N,Training,1.77,2.1892
5067,21236-52-2,O=C(Nc1c(cccc1C)C)CCN(CC)CC,Training,2.21,1.7498
5068,21236-53-3,O=C(Nc1c(cccc1C)C)CCCN(CC)CC,Training,2.06,2.2409
5069,21236-54-4,O=C(Nc1c(cccc1C)C)CN(C)C,Training,0.94,0.6765
5071,21244-66-6,O=C(N)c1[nH]cnc1(N=NN(CCO)CCO),Training,-1.09,-1.9737
5072,21253-58-7,Oc1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,Training,0.37,0.8995
5073,21256-18-8,O=C(O)CCc1nc(c(o1)c2ccccc2)c3ccccc3,Training,4.19,4.3632
5074,21270-93-9,O=C(NC1CC(C)(C)N(=O)C(C)(C)C1)CCC,Training,1.35,1.4667
5075,21306-55-8,N=C(N)NC(=N)NCCCCC,Training,-1.02,0.2781
5076,21316-30-3,N=1C(=NC(N(C=1N)c2ccc(OC)cc2)(C)C)N,Training,0.4,2.3368
5077,21327-86-6,O=C(O)c1c(cccc1Cl)C,Training,2.31,3.0662
5078,21352-09-0,O=C(Nc1c(cccc1Cl)C)C,Training,1.22,1.1676
5079,21352-21-6,O=C(Nc1nccnc1)C,Training,-0.03,-0.0965
5080,21392-61-0,c1ccc(cc1)[Hg]C,Training,1.86,1.8403
5081,21402-86-8,O=C(NCC)c1occc1,Training,0.61,1.0648
5082,21413-25-2,O=C2NC(=O)C(c1ccccc1)(N2S(=O)(=O)c3ccccc3)CC,Training,2.44,3.7955
5083,21413-28-5,O=C3NC(=O)C(c1ccccc1)(c2ccccc2)N3S(=O)(=O)c4ccccc4,Training,4.04,4.2985
5084,21413-53-6,O=C3NC(=O)C(c1ccccc1)(c2ccccc2)N3S(=O)(=O)c4ccc(cc4)[N+](=O)[O-],Training,4.04,4.1162
5085,21431-58-3,O=[N+]([O-])c1c(nc(n1C)C)Br,Training,0.87,1.8609
5086,21507-14-2,Oc1ccc2c(c1)CCC3C2C(OC)CC4(C)(C(O)CCC34),Training,2.72,3.7881
5087,21561-99-9,O=NN(C(=O)Nc1ccccc1)C,Training,1.72,1.746
5088,21564-17-0,N#CSCSc2nc1ccccc1s2,Training,3.3,2.6096
5089,21577-72-0,N1C(CCCCCCC1)=S,Training,1.44,1.9805
5090,21593-23-7,O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1)),Training,-1.15,-1.2858
5091,21609-90-5,O(c1cc(c(cc1Cl)Br)Cl)P(OC)(c2ccccc2)=S,Training,6.31,7.0016
5092,21704-31-4,Oc1cccc(c1(O))CCCCCCCCCCC,Training,6.3,6.4909
5093,21724-58-3,O=C(NC(=N)N)Nc1ccc(c(c1)Cl)Cl,Training,2.39,2.3331
5094,21725-46-2,N#CC(Nc1nc(nc(n1)Cl)NCC)(C)C,Training,2.22,1.8019
5095,21738-42-1,O=[N+]([O-])c1cc2NC(CNC(C)C)CCc2(cc1CO),Training,2.24,1.7707
5096,21787-89-3,O=[N+]([O-])c1nccn1CC(O)COCC=C,Training,0.4,-0.0522
5097,21787-91-7,O=[N+]([O-])c1nccn1CC(O)COCC(F)(F)F,Training,0.52,0.0088
5098,21787-95-1,O=C(COC)Cn1ccnc1[N+](=O)[O-],Training,-0.26,-0.9094
5099,21788-11-4,O=[N+]([O-])c1nccn1CC(O)COc2ccccc2,Training,1.43,1.1089
5100,21822-34-4,n1cc(c(nc1N)N)Cc3cc(OC)c(OCc2ccccc2)c(OC)c3,Training,2.46,3.1684
5101,21839-33-8,O=C(OCC)N1C=C(F)C(=O)NC1(=O),Training,-0.17,1.8492
5102,21840-66-4,O(c1ccc(c(c1)Cl)SC)P(OCC)(OCC)=S,Training,5.06,5.7637
